Cliente;Direccion;Localidad;FechaComprobante;FechaEntrega;FechaCarga;NroComprobante;TipoDeVenta;Empresa;Codigo;CantBase;ImporteNetoItem;ImporteItem;RazonSocial;MotivoDevolucion;Descuento;CodVendedor;Vendedor;RutaPreventa;Articulo;NetoItem;Reparto;ComentarioInterno;Ramo;Subramo;PrecioCosto;Chofer;valorDescuento;Mon_Simbolo;Mon_Decimales;Proveedor;PesoKg;ImpuestoInterno;CondicionPago;FechaLiquidacion;ComboCodigo;Marca;Linea;Sabor;Calibre;Familia;Rubro;Tags;Promociones;SegmentoRentabilidad;CodSupervisor;NomSupervisor;Origen;ComprobanteReferencia;Etiqueta;VentaDirecta;NumeroVenta;Pendiente;ListaPrecio;Taxonomia;OrdenPreparacion;FechaPreparacion;Bodeguistas;EtiquetaItem
320;LA RIOJA 160;LA PLAYOSA;16/6/2026;17/6/2026;13/6/2026;FAC-A0006-00066905;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;RABINO JOSE JUAN ;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;AWAY FROM HOME;Vinoteca;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166688;0;Lista General;Vinoteca - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
30033;URQUIZA 962;SAN FRANCISCO;16/6/2026;17/6/2026;16/6/2026;FAC-A0006-00066932;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;MARTINICH VIVIANA RITA ;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3990;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;DELGADO MAYCO JOAQUIN;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:40;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166908;0;Lista General;Autoservicio Tradicional - P;13498;16/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30013;9 DE SEPTIEMBRE 2179;SAN FRANCISCO;16/6/2026;17/6/2026;16/6/2026;FAC-A0006-00066960;Venta;P&P LOGISTICA S.R.L;74884;12;17797,79;21535,33;YBAÑEZ ALICIA RAQUEL ;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Autoservicio Tradicional;14765,52;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166869;0;Lista General;Autoservicio Tradicional - P;13493;16/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
30069;ALBERDI 278 0;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046323;Venta;Empresa;74884;24;35595,59;43070,66;DIAZ LUCIANO;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Autoservicio Tradicional;29531,04;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166677;0;Lista General;Autoservicio Tradicional - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
30063;MANUEL BELGRANO 370;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046327;Venta;Empresa;74884;6;8898,9;10767,67;YINGYING CHEN (SUP. SAN VICENTE);;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166713;0;Lista General;Autoservicio Tradicional - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
606;LINIERS 985;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046328;Venta;Empresa;74884;6;8898,9;10767,67;MILANESIO VICTORIA;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166724;0;Lista General;Almacen/Despensa - B;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
30068;RIVADAVIA 242;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046329;Venta;Empresa;74884;6;8898,9;10767,67;VASCHETTI IGNACIO ;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166730;0;Lista General;Almacen/Despensa - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
628;MITRE 337;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046330;Venta;Empresa;74884;6;8898,9;10767,67;AGHEMO PABLO FABIAN ;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166732;0;Lista General;Almacen/Despensa - B;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
1006;CORDOBA 35;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-B0001-00012990;Venta;Empresa;74884;6;8898,9;10767,67;LIN HAIJUN;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;Venta modificada el 2026-06-13 11:20:35;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166740;0;Lista General;Autoservicio Tradicional - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
698;GENERAL ROCA 99;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046333;Venta;Empresa;74884;12;17797,79;21535,33;SALAMANCA JACOBO RAMIRO ;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;VINOTECAS;VINOTECAS;14765,52;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166742;0;Lista General;VINOTECAS - P;13485;13/6/2026;BD-003-VILLAFAÑE MARIANO;PENAFLOR GRUPO OBJETIVO
978;PASAJE VENEZUELA 1236;LAS VARILLAS;16/6/2026;17/6/2026;13/6/2026;FAC-A0001-00046335;Venta;Empresa;74884;6;8898,9;10767,67;PERRET STELLA MARIS;;5,00%;8;ALVAREZ VANESA  KAFF;8010;DADA LATA TINTO VERANO 4X6X355;1483,15;3980;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;18/6/2026 10:58;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166785;0;Lista General;Almacen/Despensa - A;13488;16/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30;PJE RIO CUARTO 806;San Francisco;16/6/2026;17/6/2026;16/6/2026;FAC-A0001-00046340;Venta;Empresa;74884;6;8898,9;10767,67;AMANTINI MARICEL MARCELA;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166834;0;Lista General;Almacen/Despensa - P;13490;16/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
863;SALTA 3620;SAN FRANCISCO;16/6/2026;17/6/2026;16/6/2026;FAC-A0001-00046342;Venta;Empresa;74884;6;8898,9;10767,67;CACCHARELLI PAOLA ANDREA ;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Kiosco/Maxikiosco;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166847;0;Lista General;Kiosco/Maxikiosco - A;13490;16/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
519;BV. ROCA 2950;SAN FRANCISCO;16/6/2026;17/6/2026;16/6/2026;FAC-A0001-00046349;Venta;Empresa;74884;6;8898,9;10767,67;WENZHI LI;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166939;0;Lista General;Autoservicio Tradicional - P;13498;16/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30011;CASEROS 1024;SAN FRANCISCO;16/6/2026;17/6/2026;16/6/2026;FAC-A0001-00046351;Venta;Empresa;74884;6;8898,9;10767,67;CHUN JIN ZHANG;;5,00%;8;ALVAREZ VANESA  KAFF;8020;DADA LATA TINTO VERANO 4X6X355;1483,15;3982;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:51;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167054;0;Lista General;Autoservicio Tradicional - P;13498;16/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30014;SAENZ PEÑA 770;SAN FRANCISCO;17/6/2026;18/6/2026;17/6/2026;FAC-A0006-00067074;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;ALICIA RAQUEL YBAÑEZ;;5,00%;8;ALVAREZ VANESA  KAFF;8030;DADA LATA TINTO VERANO 4X6X355;1483,15;3993;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:02;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167215;0;Lista General;Autoservicio Tradicional - P;13515;17/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
161;PELLEGRINI 283;MORTEROS;17/6/2026;18/6/2026;13/6/2026;FAC-A0006-00067118;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;YANDEN S.A.S;;5,00%;4;GRIBAUDO ANGEL;4010;DADA LATA TINTO VERANO 4X6X355;1483,15;3988;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;ACOSTA FACUNDO;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 08:27;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166753;0;Lista General;Autoservicio Tradicional - C;13508;17/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
30044;LINIERS 183;SAN FRANCISCO;17/6/2026;18/6/2026;17/6/2026;FAC-A0001-00046593;Venta;Empresa;74884;12;17797,79;21535,33;YAQIN XU;;5,00%;8;ALVAREZ VANESA  KAFF;8030;DADA LATA TINTO VERANO 4X6X355;1483,15;3993;;TRADITIONAL TRADE;Autoservicio Tradicional;14765,52;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:02;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167240;0;Lista General;Autoservicio Tradicional - P;13515;17/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
208;AV 9 DE JULIO 13;San Francisco;17/6/2026;18/6/2026;17/6/2026;FAC-A0001-00046594;Venta;Empresa;74884;6;8898,9;10767,67;FERRERO MATIAS;;5,00%;8;ALVAREZ VANESA  KAFF;8030;DADA LATA TINTO VERANO 4X6X355;1483,15;3993;;TRADITIONAL TRADE;Almacen/Despensa;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:02;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167246;0;Lista General;Almacen/Despensa - C;13515;17/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
1310;JUAN JOSE  PASO (NORTE) 3318;San Francisco;17/6/2026;18/6/2026;17/6/2026;FAC-B0001-00013033;Venta;Empresa;74884;6;8898,9;10767,67;RASETTO MARIA FERNANDA;;5,00%;8;ALVAREZ VANESA  KAFF;8030;DADA LATA TINTO VERANO 4X6X355;1483,15;3993;;TRADITIONAL TRADE;Kiosco/Maxikiosco;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:02;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167248;0;Lista General;Kiosco/Maxikiosco - C;13515;17/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
538;9 DE SEPTIEMBRE 359;San Francisco;17/6/2026;18/6/2026;17/6/2026;FAC-A0001-00046598;Venta;Empresa;74884;6;8898,9;10767,67;ZHAO JIAHUI;;5,00%;8;ALVAREZ VANESA  KAFF;8030;DADA LATA TINTO VERANO 4X6X355;1483,15;3993;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:02;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167476;0;Lista General;Autoservicio Tradicional - C;13520;17/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
2357;BELGRANO 601;ARROYITO;18/6/2026;19/6/2026;16/6/2026;FAC-A0006-00067212;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;HECTOR IVAN HERNANDEZ;;5,00%;10;ORTEGA MILAGROS DESIREE;1020;DADA LATA TINTO VERANO 4X6X355;1483,15;3992;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;DELGADO MAYCO JOAQUIN;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:42;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;166931;0;Lista General;Autoservicio Tradicional - B;13527;18/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
2211;San Martín 652;ARROYITO;18/6/2026;19/6/2026;16/6/2026;FAC-A0006-00067216;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;ZHENG HUIJUAN;;5,00%;10;ORTEGA MILAGROS DESIREE;1020;DADA LATA TINTO VERANO 4X6X355;1483,15;3992;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;DELGADO MAYCO JOAQUIN;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;Contado;22/6/2026 09:42;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167040;0;Lista General;Autoservicio Tradicional - C;13527;18/6/2026;002-SENN ENZO;PENAFLOR GRUPO OBJETIVO
596;LAS MALVINAS 1232;San Francisco;18/6/2026;19/6/2026;18/6/2026;FAC-A0006-00067305;Venta;P&P LOGISTICA S.R.L;74884;6;8898,9;10767,67;YBAÑEZ ALICIA RAQUEL;;5,00%;8;ALVAREZ VANESA  KAFF;8040;DADA LATA TINTO VERANO 4X6X355;1483,15;3994;;TRADITIONAL TRADE;Autoservicio Tradicional;7382,76;BLAS ALMADA;78,06;$;2;GRUPO PEÑAFLOR SA;0;0;15 días fecha de factura;22/6/2026 09:25;;Dada;;;;-No Definido-;;PEÑAFLOR GRUPO OBJETIVO;;;20032;GRIBAUDO ESTEBAN;AXUM;;;False;167712;0;Lista General;Autoservicio Tradicional - C;13535;18/6/2026;20000-MOLINA JUAN;PENAFLOR GRUPO OBJETIVO
